date,vertical,transaction_count,avg_transaction_value,total_processing_volume,authorization_rate,decline_rate,fraud_rate,chargeback_rate,refund_rate,payment_success_rate,take_rate,payment_revenue,processing_cost,net_revenue,margin,cost_per_transaction,trial_to_paid_rate,involuntary_churn_rate,dunning_recovery_rate,mrr,net_revenue_retention,latency_ms,uptime,failed_payment_recovery_rate
2024-01-29,Education,226,173.34,39174.56,0.9344,0.0656,0.0025,0.0104,0.0417,0.9531,0.0204,798.03,98.77,699.26,0.8762,0.44,0.2969,0.0486,0.5084,24856.01,0.9956,749.4,0.998922,0.3671
2024-01-30,Camps,313,96.77,30287.96,0.9292,0.0708,0.0078,0.0109,0.0186,0.937,0.0231,699.6,106.4,593.2,0.8479,0.34,0.5008,0.0583,0.638,17558.0,0.9142,170.3,0.997921,0.4926
2024-01-30,Associations,320,199.91,63970.11,0.9339,0.0661,0.0059,0.0041,0.0441,0.9417,0.0238,1523.92,75.81,1448.11,0.9503,0.24,0.4088,0.0339,0.4684,34706.34,0.9811,701.5,0.995609,0.6069
2024-01-30,Sports Leagues,285,151.24,43102.75,0.9743,0.0257,0.0022,0.0051,0.025,0.9689,0.0312,1346.95,96.97,1249.98,0.928,0.34,0.4968,0.0552,0.5099,23350.06,0.94,529.1,0.995588,0.5354
2024-01-30,Nonprofits,206,243.0,50058.51,0.9687,0.0313,0.0061,0.0073,0.0308,0.9364,0.0241,1205.5,66.14,1139.36,0.9451,0.32,0.3539,0.0488,0.3724,31960.84,1.058,732.6,0.99683,0.3294
2024-01-30,Pet Care,326,224.47,73177.68,0.9599,0.0401,0.008,0.0039,0.0264,0.9416,0.03,2198.9,60.17,2138.72,0.9726,0.18,0.23,0.0224,0.6471,43067.72,0.9733,227.9,0.996576,0.5845
2024-01-30,Education,129,127.39,16433.92,0.9438,0.0562,0.0077,0.0116,0.0397,0.9534,0.0301,494.86,53.71,441.15,0.8915,0.42,0.5168,0.042,0.3908,7022.61,1.0995,157.8,0.99645,0.4691
2024-01-31,Camps,306,321.61,98412.12,0.9301,0.0699,0.0012,0.0119,0.0225,0.9826,0.0243,2396.2,109.87,2286.33,0.9541,0.36,0.2692,0.0351,0.4159,67444.3,0.8946,306.8,0.999376,0.466
2024-01-31,Associations,276,78.15,21568.3,0.9572,0.0428,0.0044,0.007,0.0174,0.9325,0.0266,572.81,98.78,474.03,0.8276,0.36,0.3644,0.0483,0.5537,14115.56,0.9491,285.3,0.99628,0.2637
2024-01-31,Sports Leagues,231,287.08,66315.69,0.9545,0.0455,0.0041,0.0045,0.0406,0.9408,0.031,2055.52,50.96,2004.56,0.9752,0.22,0.4778,0.0312,0.3837,34531.48,0.9332,212.5,0.996172,0.6403
2024-01-31,Nonprofits,155,211.66,32807.84,0.9702,0.0298,0.0017,0.0077,0.0344,0.9648,0.0211,690.9,30.58,660.32,0.9557,0.2,0.5111,0.0387,0.6456,16710.05,0.8902,296.5,0.995359,0.2852
2024-01-31,Pet Care,293,48.42,14185.76,0.9585,0.0415,0.0064,0.0077,0.0392,0.9691,0.0244,345.82,83.02,262.8,0.7599,0.28,0.5283,0.0586,0.5931,6513.95,0.9875,457.6,0.998714,0.5505
2024-01-31,Education,335,63.13,21147.1,0.9211,0.0789,0.0032,0.0059,0.0348,0.951,0.0314,663.27,91.31,571.96,0.8623,0.27,0.5284,0.0465,0.705,12919.76,1.0165,466.2,0.996428,0.3842
2024-02-01,Camps,250,123.83,30957.77,0.9176,0.0824,0.0056,0.0045,0.028,0.9512,0.02,619.3,109.69,509.61,0.8229,0.44,0.5254,0.0142,0.6723,16918.79,1.0657,222.8,0.995648,0.6508
2024-02-01,Associations,306,187.1,57253.58,0.9709,0.0291,0.0057,0.0039,0.0232,0.9382,0.0288,1650.92,136.48,1514.44,0.9173,0.45,0.3822,0.0428,0.6357,26753.32,0.9606,400.4,0.997913,0.6327
2024-02-01,Sports Leagues,161,188.62,30367.99,0.9626,0.0374,0.0016,0.0071,0.0158,0.9623,0.0287,873.07,39.28,833.79,0.955,0.24,0.4943,0.0267,0.3859,16386.48,1.0903,166.9,0.996605,0.5439
2024-02-01,Nonprofits,249,66.6,16583.73,0.9332,0.0668,0.0067,0.0117,0.0116,0.9642,0.0195,322.96,90.56,232.39,0.7196,0.36,0.1829,0.0107,0.6496,7003.82,0.9532,771.5,0.999828,0.3226
2024-02-01,Pet Care,240,205.42,49299.86,0.9362,0.0638,0.0043,0.0052,0.0147,0.9481,0.0274,1350.06,46.46,1303.59,0.9656,0.19,0.3216,0.0121,0.4603,21015.72,0.9615,689.9,0.998006,0.557
2024-02-01,Education,346,139.21,48166.02,0.9735,0.0265,0.0049,0.0099,0.047,0.9398,0.024,1155.51,102.75,1052.76,0.9111,0.3,0.3112,0.0104,0.6672,20878.42,1.1189,645.6,0.997842,0.3196
2024-02-02,Camps,377,242.51,91425.91,0.9771,0.0229,0.0078,0.0036,0.0404,0.9808,0.0304,2783.51,100.81,2682.7,0.9638,0.27,0.2799,0.0124,0.4798,39970.21,1.0687,217.2,0.999013,0.2984
2024-02-02,Associations,82,112.96,9263.1,0.9145,0.0855,0.0076,0.0046,0.0355,0.9797,0.0222,205.68,28.83,176.85,0.8598,0.35,0.2199,0.0585,0.3262,4922.9,1.0088,657.5,0.995594,0.4484
2024-02-02,Sports Leagues,399,158.46,63227.25,0.9582,0.0418,0.0054,0.0062,0.0126,0.9584,0.023,1451.57,131.09,1320.47,0.9097,0.33,0.2264,0.0462,0.6545,32659.31,0.9221,544.0,0.999683,0.5652
2024-02-02,Nonprofits,96,316.99,30430.91,0.9164,0.0836,0.0078,0.0053,0.0276,0.9775,0.0273,831.02,40.43,790.6,0.9514,0.42,0.3282,0.0287,0.3143,16396.71,1.0538,324.8,0.997267,0.3487
2024-02-02,Pet Care,324,63.46,20559.75,0.9594,0.0406,0.0037,0.0024,0.0441,0.9593,0.0264,542.58,122.36,420.22,0.7745,0.38,0.4224,0.0465,0.643,11857.74,0.9678,285.3,0.999424,0.6865
2024-02-02,Education,81,112.87,9142.78,0.9569,0.0431,0.0022,0.0098,0.0469,0.9878,0.0181,165.76,35.53,130.23,0.7856,0.44,0.4539,0.0142,0.4869,5577.22,1.1096,231.6,0.995626,0.4626
2024-02-03,Camps,137,349.05,47820.19,0.9309,0.0691,0.0061,0.0084,0.0126,0.9505,0.0313,1497.78,26.54,1471.23,0.9823,0.19,0.2447,0.0585,0.3179,25535.13,1.1004,761.7,0.999799,0.4666
2024-02-03,Associations,112,280.67,31435.54,0.9596,0.0404,0.0051,0.0109,0.0465,0.971,0.0196,615.17,23.05,592.13,0.9625,0.21,0.3312,0.0246,0.3598,18338.15,1.044,594.6,0.995859,0.3876
2024-02-03,Sports Leagues,171,129.59,22159.43,0.969,0.031,0.008,0.0085,0.02,0.9443,0.0188,416.77,34.35,382.42,0.9176,0.2,0.5185,0.0148,0.518,13504.76,1.0841,236.5,0.997145,0.3632
2024-02-03,Nonprofits,376,321.1,120734.86,0.947,0.053,0.0036,0.0079,0.0193,0.9464,0.0309,3727.13,148.28,3578.85,0.9602,0.39,0.37,0.0308,0.6634,68962.65,0.9796,470.5,0.99614,0.3409
2024-02-03,Pet Care,298,173.35,51658.98,0.9461,0.0539,0.0068,0.0093,0.014,0.9525,0.0215,1110.78,133.51,977.27,0.8798,0.45,0.457,0.0124,0.705,35044.8,0.96,556.5,0.998342,0.5783
2024-02-03,Education,316,215.71,68165.62,0.9768,0.0232,0.0046,0.0031,0.0132,0.9311,0.024,1635.36,80.19,1555.16,0.951,0.25,0.5112,0.0534,0.677,45001.81,0.9514,409.8,0.996528,0.2887
2024-02-04,Camps,156,70.27,10961.67,0.9102,0.0898,0.0077,0.012,0.0322,0.9443,0.0308,337.13,66.96,270.17,0.8014,0.43,0.4962,0.0372,0.3336,4675.5,1.0952,715.6,0.997129,0.3977
2024-02-04,Associations,134,79.22,10615.4,0.9757,0.0243,0.0047,0.009,0.0257,0.9381,0.0218,231.48,25.7,205.78,0.889,0.19,0.2124,0.0202,0.5525,7408.12,1.0825,178.4,0.999127,0.4913
2024-02-04,Sports Leagues,115,84.58,9726.53,0.9377,0.0623,0.0072,0.0063,0.0151,0.9487,0.0211,205.24,42.03,163.21,0.7952,0.37,0.5171,0.0467,0.6796,6241.96,0.8835,204.6,0.997075,0.3004
2024-02-04,Nonprofits,389,171.95,66890.02,0.9375,0.0625,0.0048,0.0083,0.0479,0.9463,0.0273,1827.69,73.7,1753.98,0.9597,0.19,0.1804,0.0113,0.502,37893.46,0.8815,389.6,0.9952,0.544
2024-02-04,Pet Care,117,84.88,9931.14,0.9253,0.0747,0.0058,0.0081,0.0375,0.9493,0.0306,304.01,35.33,268.68,0.8838,0.3,0.3701,0.0574,0.7407,5943.42,1.1068,488.2,0.996506,0.3918
2024-02-04,Education,364,63.6,23150.91,0.9431,0.0569,0.0032,0.0079,0.034,0.9709,0.0261,603.55,102.96,500.59,0.8294,0.28,0.1888,0.0553,0.4471,12782.66,1.0137,334.1,0.996512,0.3674
2024-02-05,Camps,295,337.16,99463.37,0.9517,0.0483,0.0018,0.0079,0.0193,0.9486,0.0292,2905.96,123.65,2782.3,0.9574,0.42,0.4389,0.0566,0.7073,56231.72,1.0979,490.6,0.995511,0.6233
2024-02-05,Associations,97,257.56,24983.28,0.9312,0.0688,0.0025,0.0093,0.0372,0.9589,0.0312,779.41,35.26,744.15,0.9548,0.36,0.5106,0.0195,0.4335,10776.69,0.9531,780.8,0.999718,0.5922
2024-02-05,Sports Leagues,281,213.81,60081.6,0.9102,0.0898,0.0045,0.008,0.0206,0.9422,0.0218,1311.78,97.89,1213.89,0.9254,0.35,0.234,0.046,0.4902,30401.55,1.0737,464.1,0.996854,0.6452
2024-02-05,Nonprofits,375,168.86,63323.29,0.933,0.067,0.0064,0.0023,0.0454,0.9565,0.0251,1586.83,131.72,1455.11,0.917,0.35,0.2815,0.0399,0.6119,27569.66,1.0049,344.0,0.997731,0.2596
2024-02-05,Pet Care,275,57.47,15804.96,0.979,0.021,0.0068,0.0096,0.0377,0.9762,0.0319,504.56,106.69,397.88,0.7886,0.39,0.3101,0.0407,0.4516,10921.54,1.096,506.0,0.998828,0.6594
2024-02-05,Education,126,328.1,41340.13,0.9278,0.0722,0.0074,0.0079,0.0395,0.9564,0.0293,1211.1,55.7,1155.4,0.954,0.44,0.2431,0.0293,0.6881,18727.15,0.9791,233.0,0.998177,0.3572
2024-02-06,Camps,386,168.25,64942.64,0.9629,0.0371,0.0011,0.0035,0.0498,0.974,0.0245,1590.95,135.12,1455.84,0.9151,0.35,0.4931,0.0521,0.4461,35548.79,1.0331,168.9,0.999634,0.4447
2024-02-06,Associations,266,222.44,59169.36,0.9274,0.0726,0.0012,0.0065,0.0361,0.9403,0.0184,1086.39,113.17,973.22,0.8958,0.43,0.2917,0.0333,0.341,30441.69,0.9817,733.9,0.999241,0.3351
2024-02-06,Sports Leagues,104,255.36,26556.97,0.9712,0.0288,0.0072,0.0113,0.0424,0.9388,0.0285,756.0,41.59,714.4,0.945,0.4,0.5048,0.0562,0.5291,15841.97,0.8823,509.5,0.997319,0.683
2024-02-06,Nonprofits,248,288.27,71490.76,0.914,0.086,0.0038,0.009,0.0112,0.9441,0.0304,2175.11,53.33,2121.78,0.9755,0.22,0.199,0.039,0.7259,46496.69,1.1139,632.4,0.997143,0.676
2024-02-06,Pet Care,242,143.57,34745.01,0.9794,0.0206,0.0065,0.0101,0.0204,0.9387,0.0235,814.89,65.4,749.49,0.9197,0.27,0.4648,0.0187,0.5374,20445.98,0.9724,256.4,0.999389,0.3125
2024-02-06,Education,230,275.75,63423.2,0.9524,0.0476,0.0061,0.0101,0.0458,0.9483,0.0246,1562.76,84.14,1478.62,0.9462,0.37,0.4741,0.0389,0.5312,38531.44,0.9717,727.7,0.99604,0.6478
2024-02-07,Camps,207,89.65,18557.91,0.9131,0.0869,0.0012,0.0047,0.0176,0.9624,0.0244,452.44,55.41,397.03,0.8775,0.27,0.4884,0.0352,0.3412,9069.8,1.1136,784.3,0.996248,0.3253
2024-02-07,Associations,350,283.45,99208.25,0.94,0.06,0.0049,0.0057,0.0163,0.9362,0.0302,2991.71,88.09,2903.62,0.9706,0.25,0.5284,0.0574,0.5155,68213.26,0.8868,182.3,0.996192,0.3441
2024-02-07,Sports Leagues,194,182.95,35492.26,0.9144,0.0856,0.0049,0.0051,0.0129,0.9752,0.0271,963.54,76.48,887.06,0.9206,0.39,0.5275,0.0393,0.654,16317.74,0.9785,480.4,0.997652,0.5733
2024-02-07,Nonprofits,219,72.16,15802.72,0.9621,0.0379,0.0027,0.0105,0.0397,0.933,0.0208,328.96,56.69,272.28,0.8277,0.26,0.4,0.0505,0.3271,7504.44,0.9703,244.7,0.997672,0.4651
2024-02-07,Pet Care,312,202.65,63226.96,0.9349,0.0651,0.0034,0.0047,0.0316,0.9566,0.0207,1311.87,57.25,1254.62,0.9564,0.18,0.2358,0.0121,0.4942,29560.44,0.9809,344.0,0.997636,0.5757
2024-02-07,Education,175,63.9,11182.55,0.9112,0.0888,0.0025,0.0062,0.0118,0.9497,0.0304,340.15,35.75,304.4,0.8949,0.2,0.531,0.0528,0.6743,7370.39,0.8992,222.8,0.995658,0.3001
2024-02-08,Camps,297,121.85,36188.99,0.9271,0.0729,0.0057,0.003,0.0244,0.9477,0.0299,1080.68,94.72,985.97,0.9124,0.32,0.4192,0.0165,0.718,17976.36,1.0496,769.1,0.997492,0.4784
2024-02-08,Associations,313,117.99,36932.17,0.9434,0.0566,0.0031,0.0062,0.0434,0.9583,0.027,996.15,63.95,932.19,0.9358,0.2,0.462,0.0341,0.4624,21542.42,0.9045,401.5,0.998974,0.3679
2024-02-08,Sports Leagues,166,215.89,35837.02,0.9408,0.0592,0.0076,0.0109,0.0364,0.9853,0.0259,928.43,66.94,861.48,0.9279,0.4,0.3315,0.0143,0.7474,16115.53,0.9404,230.9,0.996654,0.3802
2024-02-08,Nonprofits,160,74.27,11883.32,0.9225,0.0775,0.0019,0.0024,0.0218,0.9865,0.0313,371.85,65.38,306.47,0.8242,0.41,0.1845,0.0114,0.3047,6060.4,1.1153,729.8,0.996228,0.4346
2024-02-08,Pet Care,257,327.57,84184.82,0.9423,0.0577,0.0051,0.0043,0.0496,0.9467,0.029,2438.52,67.98,2370.55,0.9721,0.26,0.2958,0.0152,0.552,39857.28,0.9156,274.1,0.99623,0.4768
2024-02-08,Education,131,90.55,11862.22,0.9103,0.0897,0.0048,0.0039,0.0353,0.9601,0.0274,324.44,58.3,266.14,0.8203,0.45,0.2614,0.0433,0.6751,8151.91,1.0294,209.0,0.995264,0.3753
2024-02-09,Camps,399,208.76,83296.92,0.9506,0.0494,0.0053,0.0053,0.0173,0.9873,0.0286,2380.24,126.88,2253.37,0.9467,0.32,0.3194,0.0341,0.3151,39503.4,0.9402,422.8,0.996158,0.3335
2024-02-09,Associations,231,144.01,33266.31,0.9676,0.0324,0.0068,0.0119,0.0189,0.9833,0.0255,849.28,78.47,770.81,0.9076,0.34,0.5116,0.0571,0.6271,16777.95,0.9975,538.2,0.99906,0.5461
2024-02-09,Sports Leagues,222,275.94,61259.55,0.9641,0.0359,0.003,0.0096,0.0149,0.9364,0.0262,1603.58,42.88,1560.7,0.9733,0.19,0.5273,0.0264,0.5147,39449.24,0.976,412.8,0.996705,0.4083
2024-02-09,Nonprofits,367,330.49,121288.19,0.9482,0.0518,0.0042,0.0101,0.0372,0.9829,0.0282,3423.79,160.43,3263.36,0.9531,0.44,0.5079,0.0528,0.4762,62568.17,1.0579,176.9,0.996579,0.6695
2024-02-09,Pet Care,396,287.58,113880.05,0.912,0.088,0.0072,0.0065,0.0176,0.9751,0.0225,2564.6,98.36,2466.24,0.9616,0.25,0.2397,0.0343,0.342,72391.72,0.993,423.9,0.995009,0.618
2024-02-09,Education,311,277.22,86216.16,0.9144,0.0856,0.0036,0.0078,0.0284,0.9409,0.0222,1913.13,81.19,1831.94,0.9576,0.26,0.547,0.0263,0.3923,55763.85,0.9811,421.8,0.99769,0.5181
2024-02-10,Camps,278,333.15,92615.49,0.9351,0.0649,0.0075,0.0087,0.0176,0.9387,0.0205,1895.67,102.52,1793.15,0.9459,0.37,0.3981,0.0328,0.4185,62253.3,0.9313,312.9,0.995269,0.3739
2024-02-10,Associations,375,278.33,104373.29,0.9539,0.0461,0.001,0.0058,0.0216,0.9431,0.0215,2246.35,162.91,2083.43,0.9275,0.43,0.3599,0.0524,0.3964,47210.25,1.0933,457.1,0.999386,0.2784
2024-02-10,Sports Leagues,242,241.72,58497.28,0.9427,0.0573,0.0067,0.0113,0.0336,0.948,0.0289,1689.47,54.7,1634.77,0.9676,0.23,0.2151,0.0359,0.591,38052.44,1.1093,713.9,0.999845,0.4641
2024-02-10,Nonprofits,199,185.21,36856.87,0.9551,0.0449,0.0046,0.0083,0.0455,0.9399,0.0197,725.48,62.61,662.87,0.9137,0.31,0.5433,0.013,0.744,25442.74,0.9502,725.9,0.995038,0.4543
2024-02-10,Pet Care,271,157.64,42719.21,0.9682,0.0318,0.0057,0.0114,0.0278,0.9463,0.0197,842.32,97.95,744.37,0.8837,0.36,0.4914,0.0192,0.6954,23832.31,0.9146,557.1,0.997548,0.2627
2024-02-10,Education,281,214.4,60247.59,0.9297,0.0703,0.0075,0.0044,0.0201,0.9513,0.0305,1838.97,89.09,1749.88,0.9516,0.32,0.4324,0.0588,0.6525,27218.66,1.0692,628.9,0.99614,0.3964
2024-02-11,Camps,300,332.63,99790.1,0.942,0.058,0.0049,0.0039,0.0233,0.9722,0.0197,1969.41,100.21,1869.21,0.9491,0.33,0.4366,0.0101,0.6769,41602.49,0.9393,775.2,0.995397,0.6217
2024-02-11,Associations,117,74.49,8715.65,0.9315,0.0685,0.0057,0.0108,0.0138,0.9624,0.0221,193.01,42.14,150.87,0.7817,0.36,0.3833,0.0563,0.317,4715.26,0.9263,485.0,0.999183,0.6601
2024-02-11,Sports Leagues,266,61.68,16405.7,0.9427,0.0573,0.0043,0.0077,0.0179,0.9823,0.0315,517.01,87.31,429.71,0.8311,0.33,0.2748,0.0538,0.7447,10213.6,0.9601,280.5,0.995767,0.3557
2024-02-11,Nonprofits,139,341.01,47400.6,0.9399,0.0601,0.0079,0.0049,0.0103,0.9761,0.0205,971.62,26.99,944.63,0.9722,0.19,0.5219,0.0496,0.3462,30008.04,1.0826,735.6,0.997664,0.5665
2024-02-11,Pet Care,363,110.42,40083.93,0.9302,0.0698,0.0074,0.0105,0.0152,0.9858,0.0181,727.22,145.95,581.27,0.7993,0.4,0.2832,0.0194,0.5019,26821.16,1.0686,777.6,0.997651,0.4798
2024-02-11,Education,221,138.66,30644.19,0.9406,0.0594,0.0045,0.0119,0.0128,0.9718,0.0231,706.87,44.45,662.42,0.9371,0.2,0.526,0.0395,0.6391,14467.6,1.0628,683.4,0.997111,0.5074
2024-02-12,Camps,305,303.25,92492.02,0.9411,0.0589,0.0057,0.0098,0.011,0.9653,0.0318,2939.71,132.9,2806.81,0.9548,0.44,0.488,0.0153,0.7473,53910.04,0.9335,578.5,0.999197,0.3005
2024-02-12,Associations,262,180.68,47337.57,0.9764,0.0236,0.0011,0.0118,0.0426,0.9513,0.0263,1246.64,108.32,1138.32,0.9131,0.41,0.3582,0.0126,0.7067,26277.31,1.0108,129.3,0.99549,0.5998
2024-02-12,Sports Leagues,390,159.13,62062.16,0.9216,0.0784,0.0014,0.0031,0.0461,0.9468,0.0191,1183.87,135.86,1048.01,0.8852,0.35,0.2079,0.0135,0.5797,35835.84,0.89,433.1,0.997135,0.496
2024-02-12,Nonprofits,88,243.75,21450.11,0.9703,0.0297,0.0037,0.0118,0.0372,0.9514,0.021,449.93,36.43,413.5,0.919,0.41,0.2977,0.0122,0.4254,9734.82,0.9567,537.0,0.997452,0.5699
2024-02-12,Pet Care,230,93.88,21592.78,0.9658,0.0342,0.0017,0.01,0.0185,0.9707,0.0267,577.03,47.5,529.53,0.9177,0.21,0.4264,0.0324,0.6182,14049.18,0.8895,560.6,0.995514,0.4205
2024-02-12,Education,92,128.39,11812.13,0.9579,0.0421,0.0017,0.0102,0.0495,0.9524,0.0251,296.22,27.56,268.66,0.907,0.3,0.5108,0.0105,0.5941,7036.61,0.9718,269.1,0.996174,0.6102
2024-02-13,Camps,335,216.97,72683.73,0.9315,0.0685,0.0029,0.0071,0.0459,0.9671,0.029,2110.78,114.63,1996.14,0.9457,0.34,0.4382,0.0316,0.7167,40018.33,1.0124,477.0,0.996549,0.3541
2024-02-13,Associations,377,84.82,31976.44,0.9374,0.0626,0.0051,0.0056,0.047,0.9462,0.0205,654.29,90.35,563.94,0.8619,0.24,0.211,0.0326,0.6953,15719.68,0.942,689.4,0.996499,0.4646
2024-02-13,Sports Leagues,171,167.64,28666.12,0.9705,0.0295,0.0048,0.0087,0.0163,0.9465,0.0251,720.84,71.46,649.38,0.9009,0.42,0.1959,0.0353,0.323,15395.05,1.0309,626.4,0.995679,0.325
2024-02-13,Nonprofits,240,289.6,69504.21,0.9696,0.0304,0.0034,0.0116,0.0221,0.9834,0.0239,1661.42,79.61,1581.82,0.9521,0.33,0.418,0.0167,0.3167,36701.01,0.9185,493.3,0.997223,0.3049
2024-02-13,Pet Care,131,83.55,10944.65,0.959,0.041,0.0047,0.0048,0.0172,0.9685,0.0209,228.51,58.41,170.1,0.7444,0.45,0.5016,0.0166,0.6866,5510.77,0.9976,217.1,0.995581,0.6395
2024-02-13,Education,364,185.44,67500.38,0.9125,0.0875,0.0075,0.0058,0.0267,0.9474,0.0305,2057.28,99.39,1957.89,0.9517,0.27,0.2445,0.035,0.6517,34519.8,1.0365,326.9,0.998527,0.5509
2024-02-14,Camps,148,280.47,41509.61,0.9301,0.0699,0.0025,0.0065,0.0498,0.9548,0.0208,862.86,64.38,798.48,0.9254,0.43,0.3228,0.0445,0.6547,27103.57,1.0771,688.6,0.998272,0.4317
2024-02-14,Associations,245,123.42,30237.89,0.976,0.024,0.0065,0.0098,0.046,0.9735,0.0251,758.8,70.0,688.8,0.9077,0.29,0.4405,0.0401,0.5443,17438.71,1.0373,778.7,0.99869,0.3294
2024-02-14,Sports Leagues,215,309.27,66493.52,0.9645,0.0355,0.0077,0.0026,0.0111,0.9405,0.031,2061.78,73.85,1987.92,0.9642,0.34,0.3377,0.0356,0.6733,45131.34,1.0551,636.7,0.99657,0.4602
2024-02-14,Nonprofits,222,340.89,75678.2,0.9528,0.0472,0.0011,0.0027,0.0194,0.9595,0.0238,1800.58,98.65,1701.93,0.9452,0.44,0.5299,0.0296,0.6574,44718.93,0.9384,753.2,0.996272,0.6417
2024-02-14,Pet Care,148,62.4,9235.62,0.9364,0.0636,0.0035,0.0087,0.0353,0.9881,0.03,277.19,46.48,230.71,0.8323,0.31,0.365,0.0437,0.3513,6464.63,1.0045,738.7,0.99974,0.5117
2024-02-14,Education,214,247.11,52881.05,0.9635,0.0365,0.0015,0.0097,0.0356,0.937,0.0256,1351.6,44.8,1306.79,0.9669,0.21,0.299,0.0502,0.3454,28440.29,1.0254,759.5,0.998613,0.3127
2024-02-15,Camps,246,116.75,28719.87,0.9577,0.0423,0.0073,0.0095,0.0434,0.9769,0.0317,910.65,94.61,816.04,0.8961,0.38,0.2578,0.0496,0.4449,20067.72,0.9704,319.1,0.996172,0.5463
2024-02-15,Associations,288,335.84,96720.7,0.9306,0.0694,0.0031,0.0025,0.0198,0.9551,0.0232,2241.45,73.07,2168.38,0.9674,0.25,0.1951,0.025,0.6502,51420.37,0.9498,327.3,0.997717,0.386
2024-02-15,Sports Leagues,311,75.78,23568.71,0.9654,0.0346,0.0049,0.0118,0.0419,0.9497,0.024,565.62,75.76,489.86,0.8661,0.24,0.3694,0.0455,0.5756,11846.22,1.0776,191.4,0.995699,0.4319
2024-02-15,Nonprofits,365,256.73,93705.22,0.9357,0.0643,0.0059,0.0026,0.0216,0.9716,0.0206,1928.13,86.66,1841.47,0.9551,0.24,0.2121,0.0282,0.6712,60993.45,1.087,145.0,0.999868,0.4762
2024-02-15,Pet Care,82,294.89,24180.7,0.9314,0.0686,0.0052,0.0058,0.0104,0.9316,0.0188,453.62,27.91,425.71,0.9385,0.34,0.2833,0.0172,0.7235,10552.35,1.0418,728.0,0.995803,0.3466
2024-02-15,Education,94,200.08,18807.22,0.9465,0.0535,0.0049,0.0115,0.0122,0.9756,0.0213,399.75,26.4,373.35,0.9339,0.28,0.213,0.0323,0.6619,8080.0,0.9461,373.7,0.995509,0.593
2024-02-16,Camps,158,101.03,15962.25,0.9414,0.0586,0.008,0.0029,0.0385,0.9811,0.032,510.0,54.88,455.12,0.8924,0.35,0.3206,0.0183,0.7418,10810.61,1.0731,761.8,0.995298,0.5342
2024-02-16,Associations,302,221.72,66960.43,0.9413,0.0587,0.0071,0.0059,0.0362,0.958,0.0263,1760.95,57.67,1703.28,0.9673,0.19,0.3506,0.0378,0.5217,43807.06,0.9547,721.2,0.996977,0.5625
2024-02-16,Sports Leagues,147,150.69,22151.65,0.9552,0.0448,0.0021,0.0085,0.0497,0.9463,0.0245,541.83,27.64,514.19,0.949,0.19,0.3406,0.0303,0.5541,10567.03,0.9589,534.7,0.999452,0.3558
2024-02-16,Nonprofits,258,146.74,37858.75,0.9693,0.0307,0.002,0.0083,0.0105,0.9447,0.0263,994.92,78.23,916.68,0.9214,0.3,0.3626,0.043,0.4056,18332.78,1.0443,486.0,0.995071,0.5516
2024-02-16,Pet Care,105,307.5,32287.45,0.9771,0.0229,0.0026,0.0081,0.0207,0.9823,0.0305,983.61,28.03,955.57,0.9715,0.27,0.4188,0.0544,0.5288,19893.63,1.0722,712.9,0.997525,0.6738
2024-02-16,Education,152,99.03,15052.38,0.9568,0.0432,0.003,0.0046,0.023,0.9612,0.0293,440.47,47.82,392.64,0.8914,0.31,0.2903,0.0542,0.3248,9620.39,1.0683,292.4,0.995972,0.6436
2024-02-17,Camps,178,126.16,22455.9,0.9718,0.0282,0.0037,0.0048,0.0209,0.9525,0.0214,480.9,32.2,448.7,0.933,0.18,0.2439,0.0541,0.334,11764.66,0.9896,649.1,0.996238,0.3893
2024-02-17,Associations,290,237.83,68969.96,0.9741,0.0259,0.0067,0.0084,0.0381,0.9853,0.0294,2025.6,99.95,1925.65,0.9507,0.34,0.4237,0.0174,0.5116,33815.92,0.9837,570.3,0.995731,0.2578
2024-02-17,Sports Leagues,183,224.84,41146.47,0.9581,0.0419,0.0068,0.004,0.0328,0.9744,0.0208,855.34,56.29,799.06,0.9342,0.31,0.3518,0.052,0.6498,19321.48,0.9359,611.9,0.998624,0.3305
2024-02-17,Nonprofits,134,287.82,38567.59,0.9795,0.0205,0.006,0.0093,0.0464,0.9503,0.0182,700.27,59.83,640.44,0.9146,0.45,0.3615,0.0493,0.6656,20026.41,1.0099,487.1,0.996079,0.3029
2024-02-17,Pet Care,296,81.64,24166.53,0.9342,0.0658,0.0023,0.0091,0.0449,0.9647,0.0237,573.77,132.93,440.83,0.7683,0.45,0.1878,0.0252,0.4254,12249.07,0.9353,299.7,0.996263,0.4776
2024-02-17,Education,291,290.82,84629.04,0.9691,0.0309,0.0077,0.0049,0.036,0.9716,0.0207,1750.01,81.21,1668.81,0.9536,0.28,0.3066,0.0593,0.7313,54715.24,0.9935,299.6,0.999488,0.3706
2024-02-18,Camps,297,58.04,17236.6,0.9223,0.0777,0.0056,0.0036,0.0293,0.9719,0.0223,384.64,107.12,277.52,0.7215,0.36,0.395,0.0319,0.7038,10473.26,0.9665,666.9,0.998617,0.6063
2024-02-18,Associations,319,286.49,91390.15,0.919,0.081,0.0038,0.0061,0.0366,0.9467,0.0297,2717.5,75.29,2642.21,0.9723,0.24,0.472,0.0525,0.3869,58747.85,1.0513,714.6,0.997499,0.3552
